time,volume
00:00,232.8
01:00,193
02:00,190.4
03:00,257.5
04:00,509.1
05:00,1865.5
06:00,3600.2
07:00,4039.1
08:00,3753.1
09:00,2953.9
10:00,2449.2
11:00,2409.9
12:00,2476.1
13:00,2487.7
14:00,2498.2
15:00,2600.6
16:00,2824.8
17:00,2843.8
18:00,1971.3
19:00,1317.9
20:00,977.4
21:00,833.2
22:00,676.2
23:00,425.6
