time,volume
00:00,481.6
01:00,314.1
02:00,201.4
03:00,178
04:00,189.2
05:00,273.3
06:00,455.3
07:00,666.9
08:00,1165.6
09:00,1799.3
10:00,2231
11:00,2346.8
12:00,2311.8
13:00,2499.1
14:00,2437.1
15:00,2134.8
16:00,2068.5
17:00,1997.1
18:00,1695.6
19:00,1737.3
20:00,1533.5
21:00,1136.9
22:00,789.6
23:00,561.9
