,Chargers,Battery capacity,Wind CAPEX,PV CAPEX,Battery CAPEX,Chargers CAPEX,Total CAPEX,Wind OPEX,PV OPEX,Battery OPEX,Total OPEX,Charging sales,Consumption sales,Grid sales/cost,Yearly income,Yearly net icome,Payback period [PBY],Internal Rate of Return [IRR],Service coverage on yearly basis,Amount of passenger kilometers covered,E-mobility covered,Times earth circumnavigated by EVs,Underloaded hours,Underload percent of time,Total energy underload,Underload percentage of energy,Yearly grid import,Yearly grid export,Yearly curtailed energy,Curtailed percentage
0,4,500.0,1680.0,720.0,140.0,260.0,2800.0,7.2,6.0,4.0,17.2,452.6843999999999,6.000000359999999,-5.7829535243411225,452.9014468356588,435.7014468356588,6.426418870846957,0.15560765958416387,0.9659817351598173,6.466919999999999,538.91,161.3704304429195,298,3.4018264840182644,19.5024209968867,-1.2488517129841188,177.94466057127812,658.4051618827457,644.457472225415,24.162485773478828
0,4,600.0,1680.0,720.0,168.00000000000003,260.0,2828.0,7.2,6.0,4.8,18.0,452.6843999999999,6.000000359999999,-3.9065867803620478,454.77781357963784,436.77781357963784,6.474687843741335,0.15444760027568524,0.9703196347031964,6.466919999999999,538.91,161.3704304429195,260,2.968036529680365,16.299300260631778,-1.0437375469528611,160.32886775878862,645.3808675794611,636.6328529799553,23.86911924527574
0,4,700.0,1680.0,720.0,196.00000000000003,260.0,2856.0,7.2,6.0,5.6,18.8,452.6843999999999,6.000000359999999,-2.2179032502250795,456.4664971097749,437.66649710977487,6.525516617927606,0.15324457181714807,0.975,6.466919999999999,538.91,161.3704304429195,219,2.5,13.807578514106474,-0.8841783326417423,144.60991155020108,634.3334277420023,629.4396148623014,23.59942493467542
0,4,800.0,1680.0,720.0,224.00000000000003,260.0,2884.0,7.2,6.0,6.4,19.6,452.6843999999999,6.000000359999999,-0.6042143190176412,458.08018604098226,438.48018604098223,6.577264131452565,0.1520388994594252,0.9779680365296803,6.466919999999999,538.91,161.3704304429195,193,2.2031963470319638,12.065255731394927,-0.7726074260292799,129.95595054593585,625.6111799689736,621.7355788483533,23.310579403964777
0,4,900.0,1680.0,720.0,252.00000000000003,260.0,2912.0,7.2,6.0,7.2,20.4,452.6843999999999,6.000000359999999,0.8413241483093152,459.5257245083092,439.1257245083092,6.631358259096704,0.1507986691306007,0.9807077625570776,6.466919999999999,538.91,161.3704304429195,169,1.9292237442922375,10.031877276585144,-0.6423985577641768,116.75139292634803,617.4099305641128,614.6688921788165,23.045629855736724
0,4,1000.0,1680.0,720.0,280.0,260.0,2940.0,7.2,6.0,8.0,21.2,452.6843999999999,6.000000359999999,2.237389558402945,460.92178991840285,439.72178991840286,6.686045739387994,0.14956523466612343,0.9834474885844748,6.466919999999999,538.91,161.3704304429195,145,1.6552511415525113,8.853674181431714,-0.5669514656385151,104.11077620741543,610.049463373195,608.1805395556481,22.80236364391168
0,4,1100.0,1680.0,720.0,308.00000000000006,260.0,2968.0,7.2,6.0,8.8,22.0,452.6843999999999,6.000000359999999,3.532824472047645,462.2172248320475,440.2172248320475,6.742126006387771,0.14832116739624243,0.9849315068493151,6.466919999999999,538.91,161.3704304429195,132,1.5068493150684932,8.15724460602888,-0.5223550912523056,92.4006361636014,603.3161596999128,602.4772736097135,22.58853249411502
0,4,1200.0,1680.0,720.0,336.00000000000006,260.0,2996.0,7.2,6.0,9.6,22.8,452.6843999999999,6.000000359999999,4.6568501068476875,463.3412504668476,440.5412504668476,6.800725237023996,0.14704314101029628,0.9866438356164383,6.466919999999999,538.91,161.3704304429195,117,1.3356164383561644,7.168372676136004,-0.4590319579979381,82.29736409219828,597.760824734899,596.9104645734316,22.37981748972791
0,4,1300.0,1680.0,720.0,364.00000000000006,260.0,3024.0,7.2,6.0,10.4,23.6,452.6843999999999,6.000000359999999,5.696071494526967,464.3804718545269,440.7804718545269,6.860558017184633,0.1457607380471319,0.9884703196347032,6.466919999999999,538.91,161.3704304429195,101,1.1529680365296804,6.452591303444063,-0.41319637719742336,73.08385544967979,593.2621370294776,591.4498622636424,22.175084468060412
0,4,1400.0,1680.0,720.0,392.00000000000006,260.0,3052.0,7.2,6.0,11.2,24.4,452.6843999999999,6.000000359999999,6.592006371227497,465.27640673122744,440.8764067312274,6.922575019671212,0.14445491701547425,0.989041095890411,6.466919999999999,538.91,161.3704304429195,96,1.095890410958904,5.907756538602967,-0.3783074867630654,65.11230667732337,589.2417882357167,586.9238275202057,22.0053909586952
0,4,1500.0,1680.0,720.0,420.00000000000006,260.0,3080.0,7.2,6.0,12.0,25.2,452.6843999999999,6.000000359999999,7.382548344048834,466.06694870404874,440.86694870404875,6.986234756435745,0.14313861970910674,0.9906392694063927,6.466919999999999,538.91,161.3704304429195,82,0.9360730593607305,5.108684135033343,-0.32713830422128937,58.07261338007636,585.6650006623352,582.6318493927705,21.844472876566176
0,4,1600.0,1680.0,720.0,448.00000000000006,260.0,3108.0,7.2,6.0,12.8,26.0,452.6843999999999,6.000000359999999,8.09713703795191,466.7815373979518,440.7815373979518,7.051112027847929,0.1418216014793925,0.9920091324200914,6.466919999999999,538.91,161.3704304429195,70,0.7990867579908676,4.458891077059099,-0.28552833314816634,51.672002827992785,582.2454956580403,578.9709507870075,21.7072157039952
0,4,1700.0,1680.0,720.0,476.00000000000006,260.0,3136.0,7.2,6.0,13.6,26.8,452.6843999999999,6.000000359999999,8.713039234303688,467.3974395943036,440.5974395943036,7.117608315853102,0.14049663252369377,0.992579908675799,6.466919999999999,538.91,161.3704304429195,65,0.7420091324200913,3.9157348709375914,-0.250746930442262,46.03898154515436,578.7164770979192,576.2937918581687,21.606841641595032
0,4,1800.0,1680.0,720.0,504.00000000000006,260.0,3164.0,7.2,6.0,14.4,27.6,452.6843999999999,6.000000359999999,9.25055070545035,467.93495106545026,440.33495106545024,7.185439157950719,0.13917033851626115,0.9933789954337899,6.466919999999999,538.91,161.3704304429195,58,0.6621004566210046,3.2437725732887346,-0.2077173359825032,41.16852792734323,575.86466785473,573.5731851858978,21.504838603618023
0,4,1900.0,1680.0,720.0,532.0,260.0,3192.0,7.2,6.0,15.2,28.4,452.6843999999999,6.000000359999999,9.775052214831634,468.4594525748316,440.05945257483154,7.25356535650647,0.13786323702219033,0.994406392694064,6.466919999999999,538.91,161.3704304429195,49,0.5593607305936072,2.9588618736853003,-0.1894728721129122,36.574474103118526,573.874459108858,570.6544294079418,21.395406409872813
0,4,2000.0,1680.0,720.0,560.0,260.0,3220.0,7.2,6.0,16.0,29.2,452.6843999999999,6.000000359999999,10.222511530442306,468.9069118904422,439.7069118904422,7.323059776695751,0.13655494158088266,0.9949771689497717,6.466919999999999,538.91,161.3704304429195,44,0.502283105022831,2.7569880771293627,-0.176545736724145,32.63161620796281,572.0585422575062,568.2956145675819,21.306967944219437
axis tag,units,kWh, x1000 € , x1000 € , x1000 € , x1000 € , x1000 € , x1000 € / y , x1000 € / y , x1000 € / y , x1000 € / y , x1000 € / y , x1000 € / y , x1000 € / y , x1000 € / y , x1000 € / y , years , % , % , Million km , households , times , hours , % , MWh , % , MWh , MWh , MWh , % 
