,Chargers,Battery capacity,Wind CAPEX,PV CAPEX,Battery CAPEX,Chargers CAPEX,Total CAPEX,Wind OPEX,PV OPEX,Battery OPEX,Total OPEX,Charging sales,Consumption sales,Grid sales/cost,Yearly income,Yearly net icome,Payback period [PBY],Internal Rate of Return [IRR],Service coverage on yearly basis,Amount of passenger kilometers covered,E-mobility covered,Times earth circumnavigated by EVs,Underloaded hours,Underload percent of time,Total energy underload,Underload percentage of energy,Yearly grid import,Yearly grid export,Yearly curtailed energy,Curtailed percentage
0,3,1400.0,1680.0,720.0,392.00000000000006,195.0,2987.0,7.2,6.0,11.2,24.4,440.74800000000005,6.000000359999999,8.218239394428686,454.9662397544287,430.56623975442875,6.937376236705461,0.1441467156861161,0.991324200913242,6.296400000000001,524.7,157.11540860885842,76,0.8675799086757991,4.143089279279759,-0.2723018899103703,55.68058624219549,607.1325069881249,597.9590740145229,22.419132746039253
0,3,1500.0,1680.0,720.0,420.00000000000006,195.0,3015.0,7.2,6.0,12.0,25.2,440.74800000000005,6.000000359999999,8.937087626942326,455.6850879869424,430.4850879869424,7.003726921410695,0.14278112371042864,0.9924657534246575,6.296400000000001,524.7,157.11540860885842,66,0.7534246575342466,3.660570833835269,-0.2405886740575877,49.284478782001415,603.9058989877001,594.277056109309,22.281083752759358
0,3,1600.0,1680.0,720.0,448.00000000000006,195.0,3043.0,7.2,6.0,12.8,26.0,440.74800000000005,6.000000359999999,9.568412940962055,456.31641330096215,430.31641330096215,7.071540629038786,0.14141190052611308,0.9932648401826484,6.296400000000001,524.7,157.11540860885842,59,0.6735159817351598,3.1918920124755346,-0.2097850586357625,43.610040315865525,600.7867192178098,591.2231185917036,22.16658322324044
0,3,1700.0,1680.0,720.0,476.00000000000006,195.0,3071.0,7.2,6.0,13.6,26.8,440.74800000000005,6.000000359999999,10.093878634006328,456.8418789940064,430.04187899400637,7.141164965570252,0.14003317453403008,0.9942922374429224,6.296400000000001,524.7,157.11540860885842,50,0.5707762557077625,2.793936473987347,-0.18362968569398733,38.79922298483817,597.751260284444,589.019804655554,22.08397491480872
0,3,1800.0,1680.0,720.0,504.00000000000006,195.0,3099.0,7.2,6.0,14.4,27.6,440.74800000000005,6.000000359999999,10.564614368359223,457.3126147283593,429.71261472835926,7.211796660796234,0.13866170207433343,0.9946347031963471,6.296400000000001,524.7,157.11540860885842,47,0.5365296803652968,2.4603255984849364,-0.16170332452473155,34.52775089974757,595.2233292331068,586.912652746298,22.004971985640807
0,3,1900.0,1680.0,720.0,532.0,195.0,3127.0,7.2,6.0,15.2,28.4,440.74800000000005,6.000000359999999,11.005856526552126,457.75385688655217,429.3538568865522,7.28303693991561,0.1373053587740813,0.995433789954338,6.296400000000001,524.7,157.11540860885842,40,0.45662100456621,2.2389292934368537,-0.14715219414352815,30.691517505780165,593.6918485909858,584.3565036894038,21.909134916658086
0,3,2000.0,1680.0,720.0,560.0,195.0,3155.0,7.2,6.0,16.0,29.2,440.74800000000005,6.000000359999999,11.35821467494186,458.1062150349419,428.9062150349419,7.355920453945789,0.1359449176022003,0.995662100456621,6.296400000000001,524.7,157.11540860885842,38,0.4337899543378996,1.9407598364900625,-0.12755519751441508,27.556947246916963,592.1133232322593,582.4722893323202,21.83849053039625
0,4,0.0,1680.0,720.0,0.0,260.0,2660.0,7.2,6.0,0.0,13.2,452.6843999999999,6.000000359999999,-22.621814467856254,436.06258589214366,422.86258589214367,6.290459569479306,0.1589708969519337,0.9348173515981735,6.466919999999999,538.91,161.3704304429195,571,6.518264840182648,39.815854264590314,-2.5496371865932668,339.0162392786,790.2086176787496,694.1772419887503,26.026616893595673
0,4,100.0,1680.0,720.0,28.000000000000004,260.0,2688.0,7.2,6.0,0.8,14.0,452.6843999999999,6.000000359999999,-17.287605109274047,441.39679525072586,427.39679525072586,6.289237612142425,0.15900178394744266,0.9452054794520548,6.466919999999999,538.91,161.3704304429195,480,5.47945205479452,33.76255048959422,-2.162009476688742,287.30935631839765,745.0425772210262,681.5648821269615,25.553744781991266
0,4,200.0,1680.0,720.0,56.00000000000001,260.0,2716.0,7.2,6.0,1.6,14.8,452.6843999999999,6.000000359999999,-13.483212098865014,445.2011882611349,430.4011882611349,6.310391500016344,0.15846877329202316,0.9507990867579909,6.466919999999999,538.91,161.3704304429195,431,4.920091324200913,29.69573939386481,-1.9015882703115816,250.79115597440662,714.6272959174325,671.3651519908349,25.171328804321792
0,4,300.0,1680.0,720.0,84.00000000000001,260.0,2744.0,7.2,6.0,2.4,15.6,452.6843999999999,6.000000359999999,-10.500064606435476,448.1843357535644,432.58433575356446,6.343271758141533,0.15764735267987043,0.9559360730593607,6.466919999999999,538.91,161.3704304429195,386,4.4063926940639275,26.28582476212972,-1.6832319067784702,222.2733511181377,691.3641713332693,662.6705570869942,24.84534449236283
0,4,400.0,1680.0,720.0,112.00000000000001,260.0,2772.0,7.2,6.0,3.2,16.4,452.6843999999999,6.000000359999999,-8.023351771705169,450.66104858829476,434.2610485882948,6.38325728041066,0.15665982993805727,0.9615296803652968,6.466919999999999,538.91,161.3704304429195,337,3.8470319634703194,22.556443497109825,-1.4444182650293524,198.76672316207762,672.8995449421814,653.869174257002,24.51535640690815
