T2m,WS10m
17.33,1.62
16.73,1.47
16.14,1.32
16.56,1.62
16.98,1.92
17.4,2.22
19.32,2.44
21.24,2.66
23.16,2.88
24.31,2.16
25.46,1.44
26.62,0.72
26.89,0.98
27.16,1.24
27.43,1.5
26.78,1.84
26.13,2.17
25.48,2.51
24.12,2.72
22.77,2.92
21.41,3.13
20.71,3.14
20.01,3.16
19.31,3.17
18.47,3.03
17.62,2.88
16.78,2.73
16.86,3
16.95,3.27
17.03,3.54
18.26,3.65
19.48,3.75
20.7,3.85
21.67,3.6
22.64,3.36
23.61,3.12
23.52,3.04
23.43,2.97
23.35,2.9
22.63,2.93
21.9,2.96
21.18,2.99
19.68,2.84
18.18,2.69
16.68,2.54
15.84,2.53
14.99,2.53
14.15,2.52
13.96,2.45
13.78,2.37
13.59,2.29
14.08,2.24
14.56,2.19
15.05,2.14
16.99,1.89
18.92,1.65
20.85,1.41
21.8,1.57
22.74,1.74
23.69,1.9
23.93,1.64
24.18,1.38
24.43,1.12
23.82,1.05
23.21,0.98
22.6,0.91
21.15,1.16
19.7,1.42
18.25,1.67
18.22,1.65
18.19,1.63
18.16,1.61
17.19,1.44
16.22,1.26
15.25,1.09
15.91,1.36
16.57,1.63
17.23,1.9
18.88,1.38
20.52,0.86
22.16,0.33
23.13,0.49
24.1,0.64
25.07,0.8
25.24,0.8
25.42,0.8
25.6,0.8
25.04,0.76
24.47,0.72
23.91,0.68
22.39,1.03
20.88,1.38
19.36,1.74
18.92,1.5
18.47,1.26
18.03,1.02
17.35,1.35
16.68,1.68
16,2.01
16.7,2.17
17.39,2.33
18.09,2.48
19.64,2.37
21.19,2.25
22.73,2.14
23.44,1.99
24.15,1.83
24.87,1.68
24.92,1.86
24.97,2.03
25.02,2.21
24.31,2.28
23.6,2.35
22.89,2.43
21.99,2.57
21.09,2.71
20.19,2.86
19.87,2.91
19.54,2.96
19.22,3.01
18.86,3.02
18.51,3.03
18.15,3.03
18.28,3.22
18.41,3.41
18.54,3.6
19.54,3.52
20.53,3.43
21.52,3.35
22.67,3.46
23.81,3.56
24.96,3.67
25.03,3.67
25.11,3.67
25.19,3.67
24.68,3.96
24.16,4.25
23.65,4.54
22.61,4.21
21.56,3.88
20.52,3.54
20.09,3.67
19.67,3.79
19.24,3.92
18.51,3.96
17.78,4.01
17.05,4.06
17.47,4.13
17.89,4.2
18.31,4.28
20.11,4.24
21.91,4.21
23.71,4.18
25.26,4.16
26.81,4.13
28.36,4.11
28.86,4.37
29.36,4.63
29.86,4.88
29.25,4.46
28.63,4.03
28.02,3.6
27.24,3.78
26.46,3.97
25.68,4.15
25.34,3.68
24.99,3.21
24.65,2.74
23.3,2.4
21.94,2.06
20.59,1.71
20.71,2.26
20.83,2.8
20.95,3.35
21.87,3.98
22.79,4.61
23.7,5.24
24.24,4.78
24.77,4.31
25.31,3.85
24.94,3.31
24.57,2.77
24.21,2.23
23.4,2.03
22.58,1.83
21.77,1.63
20.95,1.63
20.12,1.64
19.3,1.64
18.98,1.73
18.67,1.82
18.35,1.9
18.2,2.29
18.06,2.69
17.91,3.08
18.06,2.93
18.22,2.78
18.37,2.63
18.76,2.47
19.14,2.3
19.52,2.14
19.32,2.16
19.12,2.17
18.92,2.19
18.55,2.5
18.19,2.8
17.83,3.1
17.25,3.69
16.66,4.27
16.08,4.86
15.88,4.71
15.67,4.57
15.47,4.43
15.47,4.21
15.48,4
15.48,3.78
15.31,3.54
15.15,3.3
14.98,3.06
15.11,3.12
15.24,3.18
15.37,3.24
16.22,3.26
17.06,3.29
17.9,3.31
18.51,3.52
19.12,3.72
19.73,3.93
18.91,4
18.09,4.08
17.28,4.15
16.69,4.08
16.1,4
15.51,3.93
15.06,3.8
14.61,3.66
14.16,3.53
13.92,3.44
13.67,3.36
13.43,3.27
13.28,3.54
13.13,3.8
12.98,4.07
13.19,4.15
13.4,4.23
13.61,4.32
14.25,4.6
14.89,4.88
15.53,5.16
15.93,4.93
16.33,4.7
16.74,4.47
16.13,4.34
15.52,4.2
14.92,4.07
14.63,4.17
14.34,4.27
14.05,4.37
13.92,4.48
13.78,4.58
13.65,4.69
13.74,4.69
13.83,4.7
13.92,4.7
13.94,4.78
13.97,4.86
13.99,4.94
13.99,4.89
13.99,4.84
13.99,4.79
14.68,4.48
15.36,4.17
16.04,3.86
16.6,3.74
17.16,3.61
17.72,3.49
18.08,3.45
18.44,3.42
18.81,3.38
18.32,3.01
17.84,2.63
17.35,2.26
16.27,2.28
15.19,2.29
14.11,2.3
13.74,2.1
13.37,1.9
13,1.7
12.77,1.71
12.53,1.71
12.3,1.72
12.68,2.06
13.05,2.39
13.43,2.72
15.31,2.57
17.18,2.42
19.05,2.28
19.74,2.02
20.43,1.77
21.12,1.52
21,1.46
20.89,1.4
20.78,1.34
20.42,1.33
20.06,1.33
19.7,1.32
18.18,1.58
16.66,1.84
15.14,2.1
14.82,2.11
14.49,2.11
14.17,2.12
13.91,2.09
13.65,2.05
13.39,2.01
13.78,2.2
14.16,2.38
14.55,2.57
16.9,2.7
19.24,2.83
21.58,2.97
22.37,2.72
23.16,2.47
23.96,2.22
24,2.11
24.04,2.01
24.09,1.9
23.33,1.63
22.56,1.35
21.8,1.08
20.35,1.14
18.89,1.2
17.44,1.26
16.85,1.29
16.27,1.32
15.68,1.35
15.05,1.51
14.42,1.67
13.79,1.83
14.43,1.83
15.07,1.82
15.71,1.81
17.83,1.57
19.94,1.34
22.05,1.1
22.84,1.42
23.62,1.73
24.41,2.04
24.69,2.11
24.97,2.17
25.25,2.23
24.62,2.15
23.98,2.06
23.35,1.97
22.15,2.01
20.96,2.05
19.76,2.08
19.31,2.26
18.85,2.44
18.4,2.62
17.88,2.66
17.35,2.7
16.83,2.74
16.87,2.78
16.91,2.81
16.95,2.84
19.16,2.76
21.36,2.69
23.56,2.61
24.72,2.92
25.87,3.23
27.03,3.54
26.91,3.6
26.79,3.66
26.67,3.72
25.68,3.22
24.69,2.72
23.7,2.22
22.71,2.9
21.73,3.58
20.74,4.26
20.31,4.31
19.89,4.35
19.46,4.4
18.89,4.38
18.31,4.36
17.74,4.34
17.83,4.44
17.92,4.54
18.01,4.63
19.62,5.04
21.23,5.45
22.84,5.86
24.06,6.29
25.28,6.71
26.51,7.13
26.37,7.05
26.23,6.97
26.09,6.9
24.91,6.02
23.72,5.14
22.54,4.26
21.12,3.31
19.7,2.36
18.28,1.41
17.89,1.38
17.5,1.35
17.11,1.32
16.69,1.57
16.27,1.81
15.85,2.06
15.94,2.12
16.02,2.19
16.11,2.26
16.94,2.33
17.77,2.4
18.59,2.47
19.17,3.08
19.75,3.69
20.33,4.3
20.32,4.65
20.31,4.99
20.31,5.34
19.76,5.77
19.22,6.21
18.67,6.65
17.86,6.6
17.06,6.55
16.25,6.5
16.17,6.59
16.08,6.68
16,6.77
15.85,6.68
15.71,6.59
15.56,6.5
15.5,6.63
15.43,6.76
15.37,6.9
15.96,7.21
16.55,7.52
17.13,7.83
18.07,7.46
19,7.08
19.94,6.7
19.92,6.5
19.9,6.29
19.89,6.08
18.5,5.33
17.12,4.58
15.73,3.83
15.77,4.47
15.81,5.11
15.85,5.75
16.41,5.8
16.96,5.85
17.52,5.9
17.65,5.4
17.79,4.89
17.92,4.39
18.18,4.66
18.43,4.94
18.69,5.21
19.53,5.6
20.36,6
21.19,6.39
22.2,6.39
23.21,6.39
24.22,6.39
24.5,6.04
24.78,5.69
25.06,5.34
24.83,5.34
24.61,5.35
24.38,5.35
23.37,5.14
22.35,4.94
21.34,4.73
20.54,4.44
19.73,4.14
18.93,3.85
18.74,4.37
18.56,4.89
18.37,5.41
18.13,5.03
17.88,4.64
17.64,4.26
17.84,4.79
18.04,5.32
18.23,5.85
17.56,5.76
16.89,5.66
16.22,5.57
15.78,5.25
15.34,4.93
14.91,4.61
14.79,4.38
14.68,4.15
14.56,3.92
14.36,3.7
14.16,3.49
13.96,3.27
13.87,3.26
13.78,3.25
13.69,3.24
13.36,3.15
13.02,3.07
12.69,2.98
12.81,3.1
12.94,3.23
13.06,3.35
14.64,3.52
16.22,3.69
17.8,3.86
18.66,3.68
19.51,3.49
20.37,3.31
20.34,3.49
20.31,3.67
20.29,3.85
19.5,3.01
18.71,2.17
17.92,1.34
16.94,1.6
15.96,1.85
14.98,2.11
14.08,2.1
13.17,2.09
12.27,2.08
11.83,2.03
11.4,1.98
10.96,1.93
11.49,1.99
12.01,2.05
12.54,2.11
14.97,1.73
17.4,1.36
19.82,0.98
20.84,0.84
21.86,0.7
22.88,0.57
23.14,0.8
23.4,1.03
23.67,1.26
22.78,1.49
21.89,1.72
21,1.96
20.08,2.26
19.16,2.57
18.24,2.87
17.99,2.93
17.75,2.99
17.5,3.05
17.15,3.11
16.8,3.18
16.45,3.24
16.55,3.3
16.66,3.35
16.76,3.41
18.06,3.09
19.36,2.78
20.66,2.47
22.16,2.21
23.66,1.94
25.17,1.68
25.98,1.7
26.8,1.71
27.62,1.72
26.61,1.69
25.61,1.65
24.6,1.61
23.57,1.72
22.53,1.83
21.5,1.93
21.15,2.01
20.79,2.1
20.44,2.18
20.15,2.12
19.87,2.06
19.58,2
19.78,2.14
19.98,2.28
20.18,2.41
21.74,2.55
23.3,2.69
24.86,2.83
26.04,2.9
27.22,2.97
28.41,3.05
28.15,4.03
27.89,5.02
27.64,6
26.06,4.6
24.47,3.2
22.89,1.79
21.72,2.69
20.55,3.59
19.38,4.48
18.98,4.44
18.58,4.4
18.18,4.36
18,3.97
17.82,3.59
17.65,3.2
17.41,3.27
17.18,3.34
16.95,3.41
16.91,3.45
16.88,3.5
16.84,3.54
16.68,3.67
16.51,3.8
16.35,3.93
16.8,4.16
17.26,4.38
17.72,4.61
17.24,4.17
16.76,3.73
16.28,3.3
15.76,2.99
15.24,2.68
14.72,2.37
14.48,2.46
14.25,2.56
14.01,2.65
13.35,2.46
12.69,2.26
12.03,2.07
12.18,2.22
12.33,2.36
12.48,2.51
13.88,2.86
15.28,3.2
16.68,3.54
16.59,3.49
16.49,3.44
16.4,3.39
16.33,3.09
16.26,2.78
16.19,2.47
15.6,2.16
15.01,1.84
14.42,1.53
13.57,1.71
12.71,1.9
11.86,2.08
11.45,1.6
11.04,1.13
10.63,0.65
10.45,0.97
10.26,1.3
10.08,1.63
10.27,1.79
10.47,1.95
10.67,2.11
12.15,2.61
13.63,3.11
15.11,3.61
15.39,3.77
15.67,3.93
15.95,4.08
15.9,3.79
15.85,3.49
15.8,3.2
14.96,3.09
14.13,2.98
13.29,2.87
12.8,2.74
12.31,2.62
11.82,2.5
11.75,2.72
11.68,2.95
11.61,3.17
11.6,3.42
11.6,3.66
11.59,3.9
11.75,4.18
11.91,4.46
12.08,4.74
13.02,5.42
13.96,6.09
14.89,6.76
15.12,6.94
15.35,7.13
15.58,7.31
15.38,7.45
15.18,7.59
14.98,7.72
14.59,7.47
14.19,7.21
13.8,6.95
13.61,6.23
13.42,5.52
13.23,4.8
13.32,4.42
13.41,4.04
13.5,3.66
13.31,3.69
13.13,3.73
12.94,3.77
12.94,3.8
12.94,3.83
12.95,3.86
13.47,4.34
14,4.81
14.52,5.28
14.69,4.95
14.86,4.62
15.03,4.29
14.8,5.04
14.58,5.8
14.36,6.55
13.91,6.05
13.46,5.54
13.01,5.03
12.7,4.73
12.4,4.43
12.09,4.12
12.15,4.02
12.21,3.92
12.26,3.82
11.98,3.93
11.7,4.04
11.42,4.15
11.58,4.14
11.75,4.12
11.92,4.11
12.94,4.48
13.97,4.86
14.99,5.23
15.26,5.23
15.52,5.24
15.79,5.24
15.66,5.22
15.53,5.2
15.4,5.17
15.02,4.92
14.65,4.67
14.27,4.41
14.15,4.32
14.02,4.23
13.9,4.14
14.15,4.23
14.41,4.33
14.66,4.43
14.36,4.56
14.07,4.69
13.77,4.81
13.9,4.5
14.03,4.18
14.16,3.86
14.89,4.18
15.62,4.5
16.34,4.81
16.74,4.37
17.14,3.93
17.55,3.49
17.43,3.72
17.31,3.95
17.19,4.18
16.68,3.88
16.17,3.58
15.66,3.28
15.24,3.11
14.82,2.93
14.4,2.76
14.07,2.57
13.74,2.37
13.41,2.18
13.38,2.39
13.35,2.59
13.32,2.8
13.38,2.83
13.44,2.86
13.5,2.88
14.3,3.28
15.1,3.68
15.9,4.08
16.44,3.54
16.98,2.99
17.52,2.44
17.53,2.45
17.55,2.45
17.57,2.46
16.97,2.04
16.36,1.63
15.76,1.21
15.03,1.25
14.29,1.29
13.56,1.32
13.17,1.61
12.78,1.89
12.38,2.18
11.88,2.15
11.37,2.12
10.87,2.1
10.96,2.09
11.06,2.09
11.16,2.08
13.03,2.33
14.91,2.57
16.78,2.81
17.47,3.17
18.16,3.52
18.86,3.88
18.81,3.9
18.77,3.92
18.73,3.94
17.76,3.77
16.8,3.6
15.83,3.43
15.14,3.71
14.46,4
13.77,4.28
13.46,4.28
13.15,4.29
12.84,4.29
12.27,4
11.69,3.7
11.12,3.41
11.01,3.59
10.91,3.77
10.81,3.94
12.5,4.16
14.2,4.38
15.89,4.59
16.94,4.63
17.99,4.68
19.05,4.72
18.99,4.73
18.94,4.74
18.89,4.74
17.94,4.25
16.98,3.75
16.03,3.26
15.33,3.24
14.64,3.23
13.94,3.21
13.51,3.32
13.08,3.43
12.65,3.54
12.11,3.4
11.58,3.25
11.04,3.1
10.89,3.15
10.74,3.2
10.59,3.24
12.29,3.25
13.99,3.25
15.68,3.26
16.78,3.04
17.87,2.82
18.97,2.61
19.05,2.63
19.14,2.64
19.23,2.66
18.2,2.69
17.16,2.71
16.13,2.73
15.35,2.67
14.56,2.61
13.78,2.55
13.43,2.78
13.08,3
12.72,3.23
12.69,3.3
12.66,3.37
12.63,3.45
13.03,3.61
13.44,3.78
13.85,3.94
14.95,4.17
16.06,4.4
17.16,4.63
18.12,4.66
19.08,4.68
20.04,4.7
19.9,4.29
19.77,3.87
19.63,3.45
18.8,3.27
17.96,3.1
17.13,2.92
16.84,2.9
16.56,2.88
16.27,2.86
16.06,2.65
15.85,2.45
15.63,2.25
15.46,2.23
15.3,2.21
15.13,2.19
14.97,2.06
14.81,1.93
14.66,1.79
15.41,1.79
16.16,1.79
16.91,1.79
17.48,2.33
18.05,2.87
18.63,3.41
19.28,3.82
19.94,4.23
20.6,4.65
19.85,4.84
19.09,5.03
18.34,5.23
18.07,5.44
17.79,5.65
17.52,5.86
17.24,5.41
16.97,4.96
16.69,4.51
16.26,3.77
15.83,3.02
15.4,2.28
15.36,2.5
15.33,2.73
15.3,2.95
15.37,3.4
15.44,3.84
15.5,4.29
16.07,4.34
16.64,4.39
17.22,4.44
17,4.93
16.79,5.43
16.57,5.92
15.46,5.87
14.34,5.82
13.23,5.77
12.89,5.75
12.54,5.73
12.2,5.71
12.13,5.68
12.06,5.66
11.98,5.63
12.16,5.51
12.33,5.39
12.51,5.27
12.46,5.38
12.42,5.49
12.38,5.6
12.31,5.87
12.24,6.13
12.16,6.4
13.13,6.82
14.1,7.24
15.08,7.66
15.53,7.85
15.99,8.05
16.45,8.25
16.11,7.52
15.76,6.8
15.42,6.07
14.9,5.13
14.37,4.19
13.85,3.26
13.74,3.43
13.64,3.6
13.53,3.78
13.41,4.08
13.29,4.38
13.17,4.68
13.17,5.14
13.18,5.6
13.19,6.07
13.94,5.97
14.69,5.88
15.43,5.78
16.32,5.74
17.21,5.7
18.11,5.66
17.91,5.14
17.72,4.62
17.53,4.1
17.37,4.73
17.21,5.37
17.05,6
16.59,6.23
16.13,6.46
15.67,6.69
15.72,7.02
15.77,7.34
15.82,7.67
15.91,7.79
16.01,7.92
16.1,8.04
15.96,7.3
15.82,6.55
15.69,5.81
15.93,5.93
16.17,6.05
16.4,6.17
16.28,6.3
16.16,6.43
16.04,6.57
15.69,6.11
15.35,5.66
15.01,5.2
14.57,4.92
14.13,4.64
13.69,4.36
13.34,4.3
12.99,4.24
12.64,4.18
12.57,4.06
12.51,3.94
12.44,3.82
12.32,3.73
12.2,3.64
12.08,3.54
12.02,3.54
11.96,3.54
11.9,3.53
13.05,3.76
14.2,3.98
15.35,4.21
16.12,4.46
16.89,4.72
17.66,4.98
17.38,5.01
17.1,5.03
16.82,5.06
16.12,4.01
15.41,2.97
14.71,1.92
14.19,2.08
13.66,2.24
13.14,2.4
12.97,2.54
12.81,2.68
12.64,2.81
12.32,2.57
11.99,2.33
11.67,2.08
11.45,2.24
11.24,2.4
11.03,2.57
12.19,2.41
13.35,2.25
14.51,2.1
14.83,2.49
15.15,2.88
15.47,3.27
15.8,3.48
16.14,3.68
16.47,3.89
15.75,3.5
15.02,3.12
14.3,2.73
13.76,2.51
13.23,2.28
12.69,2.06
12.31,1.93
11.93,1.8
11.55,1.67
10.93,1.66
10.3,1.65
9.68,1.64
9.84,1.77
10,1.9
10.17,2.03
12.12,2.37
14.07,2.72
16.01,3.06
16.67,3.6
17.33,4.13
18,4.66
17.58,4.59
17.17,4.51
16.76,4.44
16.07,3.88
15.38,3.32
14.69,2.76
14.11,2.4
13.54,2.04
12.96,1.68
12.95,2.09
12.95,2.49
12.94,2.9
12.41,2.81
11.87,2.73
11.34,2.65
11.33,2.7
11.33,2.75
11.33,2.8
12.68,2.93
14.03,3.07
15.38,3.2
16.24,3.41
17.09,3.62
17.95,3.83
17.7,3.76
17.46,3.68
17.21,3.6
16.41,3.4
15.6,3.2
14.8,3.01
14.07,3.18
13.34,3.36
12.61,3.53
12.55,3.76
12.5,3.98
12.44,4.21
12.63,4.61
12.83,5.02
13.02,5.42
13.07,5
13.13,4.58
13.19,4.17
13.37,4.16
13.55,4.15
13.72,4.14
13.75,3.62
13.78,3.1
13.82,2.58
13.2,2.24
12.58,1.91
11.96,1.57
11.49,1.33
11.01,1.09
10.54,0.84
10.46,1.45
10.39,2.06
10.31,2.66
10.46,2.57
10.61,2.47
10.76,2.37
10.89,2.57
11.03,2.78
11.16,2.98
11.38,3.04
11.6,3.1
11.83,3.16
12.62,2.95
13.41,2.74
14.2,2.54
14.41,2.56
14.62,2.57
14.84,2.59
14.82,3.18
14.81,3.76
14.79,4.34
14.24,4.1
13.7,3.86
13.15,3.61
12.72,3.53
12.3,3.45
11.87,3.37
12.02,3.5
12.17,3.63
12.32,3.77
12.1,3.92
11.87,4.07
11.65,4.22
11.89,4.38
12.14,4.54
12.39,4.7
13.36,4.89
14.34,5.07
15.31,5.26
15.82,5.55
16.33,5.85
16.84,6.15
16.41,6.17
15.99,6.19
15.56,6.21
15.13,5.91
14.7,5.62
14.27,5.32
13.88,4.53
13.48,3.73
13.09,2.94
12.89,2.9
12.7,2.86
12.5,2.83
12.06,2.83
11.63,2.83
11.19,2.83
10.96,2.86
10.73,2.89
10.51,2.92
11.86,3.07
13.21,3.22
14.55,3.37
15.13,3.26
15.7,3.14
16.28,3.03
16.07,3.14
15.87,3.24
15.66,3.34
14.68,2.8
13.69,2.27
12.71,1.74
11.81,1.77
10.9,1.8
10,1.83
9.67,1.86
9.35,1.89
9.02,1.92
8.32,2.11
7.63,2.29
6.93,2.48
6.8,2.44
6.67,2.39
6.55,2.34
9.01,2.26
11.47,2.18
13.93,2.1
14.59,1.94
15.25,1.79
15.91,1.64
15.83,2.11
15.76,2.57
15.68,3.03
14.59,2.8
13.5,2.57
12.41,2.33
11.84,2.47
11.27,2.62
10.7,2.76
10.58,2.81
10.46,2.86
10.34,2.91
9.75,2.75
9.16,2.6
8.57,2.44
8.4,2.51
8.24,2.59
8.08,2.66
9.91,2.76
11.75,2.86
13.58,2.95
14.54,3.39
15.49,3.83
16.45,4.28
16.43,4.11
16.41,3.95
16.39,3.79
15.16,3.3
13.93,2.81
12.7,2.32
12.02,2.46
11.33,2.61
10.65,2.76
10.32,2.76
10,2.76
9.67,2.76
9.39,2.57
9.12,2.37
8.84,2.18
8.73,2.19
8.62,2.2
8.52,2.21
10.19,2.49
11.87,2.77
13.54,3.05
14.44,3.29
15.34,3.54
16.25,3.78
16.24,3.72
16.24,3.67
16.23,3.61
15.14,3.6
14.06,3.58
12.97,3.56
12.36,3.52
11.75,3.48
11.14,3.43
10.72,3.37
10.3,3.31
9.87,3.26
9.3,3.21
8.72,3.17
8.15,3.13
8.03,3.27
7.91,3.42
7.79,3.56
9.5,3.83
11.21,4.09
12.92,4.36
14.12,4.77
15.32,5.19
16.52,5.6
16.3,5.64
16.09,5.68
15.88,5.72
14.84,5.38
13.8,5.03
12.76,4.69
12.21,4.59
11.66,4.5
11.11,4.4
10.81,4.39
10.52,4.38
10.22,4.37
9.87,4.45
9.53,4.52
9.18,4.59
9,4.54
8.82,4.49
8.65,4.44
10.04,4.59
11.44,4.74
12.83,4.88
13.94,5.14
15.04,5.4
16.15,5.66
16.06,5.55
15.98,5.44
15.89,5.34
14.85,5.03
13.81,4.73
12.77,4.43
12.2,4.31
11.62,4.2
11.05,4.08
10.64,3.9
10.24,3.71
9.83,3.53
9.22,3.51
8.6,3.49
7.99,3.46
7.61,3.38
7.22,3.31
6.84,3.23
8.5,3.48
10.15,3.73
11.81,3.99
12.96,4.27
14.12,4.56
15.28,4.84
15.29,4.79
15.3,4.74
15.32,4.69
14.05,4.14
12.78,3.59
11.51,3.03
10.65,3
9.79,2.96
8.93,2.92
8.21,2.8
7.49,2.67
6.77,2.54
6.47,2.43
6.17,2.32
5.88,2.21
5.51,2.21
5.14,2.22
4.77,2.22
6.88,2.49
9,2.76
11.11,3.03
12.73,3.2
14.36,3.36
15.98,3.52
16.13,3.46
16.29,3.41
16.45,3.35
14.82,3.35
13.2,3.34
11.57,3.34
10.88,3.3
10.19,3.26
9.5,3.21
8.9,3.04
8.31,2.87
7.71,2.7
7.22,2.39
6.73,2.08
6.25,1.77
5.8,1.72
5.34,1.68
4.89,1.64
7.23,1.55
9.57,1.46
11.91,1.37
13.53,1.38
15.16,1.4
16.79,1.42
17.07,1.45
17.35,1.49
17.63,1.52
15.82,1.08
14.02,0.64
12.22,0.21
11.26,0.83
10.3,1.45
9.33,2.07
9.02,2.06
8.7,2.06
8.39,2.06
8.37,2.06
8.35,2.06
8.33,2.07
8.07,2.02
7.81,1.98
7.55,1.93
9.7,1.71
11.86,1.49
14.01,1.27
15.15,1.54
16.3,1.82
17.45,2.1
17.47,2.16
17.49,2.22
17.52,2.28
16.53,2.27
15.55,2.26
14.57,2.25
13.01,2.18
11.45,2.12
9.88,2.06
10.1,2.27
10.33,2.48
10.55,2.69
9.95,2.75
9.36,2.81
8.77,2.87
8.9,3.1
9.04,3.34
9.17,3.57
10.92,3.71
12.67,3.86
14.42,4
15.35,4.29
16.28,4.57
17.21,4.86
17.32,4.41
17.44,3.96
17.56,3.52
17.09,3.57
16.63,3.62
16.17,3.67
15.81,3.63
15.45,3.59
15.08,3.54
14.88,3.53
14.69,3.51
14.49,3.49
14.21,3.34
13.94,3.2
13.67,3.05
13.8,2.82
13.92,2.6
14.05,2.37
14.75,3.02
15.44,3.66
16.14,4.3
17.24,4.17
18.35,4.05
19.46,3.92
19.4,3.46
19.34,3
19.29,2.54
18.42,2.76
17.56,2.98
16.69,3.2
16.35,3.35
16.01,3.5
15.66,3.66
15.51,3.61
15.37,3.57
15.22,3.53
15.07,3.37
14.93,3.22
14.79,3.06
14.71,3.24
14.62,3.42
14.54,3.6
14.97,3.9
15.41,4.2
15.84,4.5
16.24,4.74
16.65,4.97
17.05,5.21
16.73,5.4
16.42,5.58
16.11,5.77
15.66,5.49
15.22,5.2
14.78,4.92
14.62,4.83
14.46,4.74
14.3,4.65
14.16,4.2
14.02,3.76
13.88,3.31
13.75,3.16
13.62,3.02
13.5,2.87
13.36,2.75
13.22,2.64
13.08,2.52
13.41,2.67
13.75,2.81
14.08,2.95
14.47,3.12
14.87,3.29
15.27,3.46
15.17,3.16
15.08,2.86
14.99,2.57
14.05,2.43
13.12,2.29
12.19,2.15
11.74,2.1
11.29,2.05
10.83,2
10.8,1.83
10.78,1.65
10.75,1.48
10.08,1.63
9.41,1.79
8.75,1.94
8.72,1.86
8.68,1.78
8.65,1.7
10.16,1.37
11.67,1.03
13.18,0.7
14.01,0.88
14.85,1.05
15.68,1.23
15.63,1.32
15.58,1.41
15.53,1.5
14.42,1.71
13.32,1.91
12.22,2.11
11.87,2.35
11.52,2.6
11.16,2.84
11.05,2.94
10.94,3.03
10.83,3.13
10.68,3.03
10.53,2.94
10.39,2.84
10.4,2.94
10.42,3.03
10.43,3.13
10.74,3.39
11.05,3.65
11.36,3.9
11.88,4.08
12.41,4.25
12.93,4.43
13.2,4.26
13.47,4.1
13.74,3.93
12.61,3.74
11.49,3.55
10.37,3.37
9.66,3.63
8.94,3.89
8.22,4.15
7.72,4.12
7.22,4.09
6.72,4.06
6.1,4
5.48,3.95
4.87,3.9
4.47,4.04
4.08,4.18
3.68,4.32
4.7,4.59
5.72,4.87
6.74,5.14
7.82,5.04
8.9,4.93
9.98,4.83
10.35,4.86
10.73,4.9
11.11,4.94
10.04,4.83
8.98,4.73
7.91,4.62
7.28,4.61
6.65,4.6
6.01,4.59
5.53,4.34
5.04,4.1
4.56,3.85
3.98,3.57
3.4,3.29
2.83,3.01
2.49,3.08
2.15,3.15
1.81,3.23
2.98,3.21
4.15,3.2
5.32,3.19
6.48,3.25
7.64,3.31
8.8,3.38
9.29,3.31
9.78,3.24
10.28,3.17
8.64,2.9
7,2.62
5.36,2.34
4.71,2.36
4.05,2.38
3.39,2.4
3.06,2.59
2.73,2.78
2.4,2.97
2.53,3.14
2.67,3.32
2.81,3.5
2.75,3.64
2.68,3.77
2.62,3.9
3.44,4.34
4.27,4.78
5.09,5.21
6.08,5.2
7.08,5.19
8.08,5.17
8.09,5.14
8.11,5.1
8.13,5.06
7.7,4.97
7.28,4.87
6.86,4.77
6.42,4.22
5.97,3.66
5.52,3.1
5.15,2.8
4.78,2.51
4.41,2.21
3.85,1.74
3.3,1.28
2.75,0.81
3.2,0.84
3.64,0.86
4.09,0.88
4.76,1.31
5.44,1.75
6.11,2.18
6.38,2.3
6.66,2.42
6.93,2.54
6.39,2.93
5.85,3.33
5.31,3.72
4.99,3.43
4.68,3.14
4.37,2.84
4.19,2.88
4.01,2.91
3.83,2.95
3.9,2.8
3.97,2.64
4.04,2.48
3.59,2.46
3.14,2.43
2.7,2.4
2.67,2.31
2.65,2.23
2.62,2.14
3.43,2.31
4.23,2.49
5.04,2.66
5.45,2.65
5.87,2.63
6.28,2.62
6.44,2.74
6.61,2.85
6.78,2.97
6.86,3
6.95,3.03
7.04,3.06
7.14,2.72
7.23,2.37
7.32,2.03
7.42,1.71
7.53,1.39
7.63,1.08
7.38,1.24
7.14,1.41
6.9,1.57
6.83,1.5
6.77,1.43
6.7,1.35
6.94,1.24
7.19,1.12
7.43,1.01
7.71,1.03
7.99,1.04
8.27,1.06
8.21,1.24
8.15,1.41
8.09,1.59
7.88,1.41
7.68,1.23
7.48,1.05
7.57,1.09
7.66,1.14
7.74,1.19
7.86,1.31
7.97,1.43
8.09,1.56
7.92,1.61
7.75,1.67
7.58,1.72
7.52,1.88
7.45,2.04
7.39,2.19
7.53,2.45
7.67,2.71
7.81,2.97
8.33,2.78
8.86,2.6
9.39,2.41
9.72,2.46
10.05,2.51
10.38,2.55
9.57,2.39
8.77,2.22
7.97,2.06
7.62,1.94
7.26,1.83
6.9,1.72
6.82,1.7
6.73,1.67
6.65,1.64
5.82,1.74
4.99,1.84
4.17,1.94
4.06,1.55
3.94,1.15
3.83,0.76
4.6,0.68
5.36,0.6
6.13,0.52
7.37,0.86
8.62,1.2
9.86,1.54
10.15,1.67
10.44,1.79
10.73,1.92
10.24,2
9.76,2.08
9.27,2.17
9.27,1.98
9.27,1.8
9.26,1.61
9.39,1.38
9.52,1.14
9.65,0.91
9.45,1.06
9.25,1.2
9.06,1.35
9.2,1.51
9.33,1.67
